# form<TAB>count — Narkamaŭka word-form frequency, most frequent first.
# Built by scripts/build_frequency_list.py from bewiki-pages-articles.xml.bz2:
# 266050 main-namespace articles, 1321264 distinct forms over
# 44119525 tokens; top 20000 kept, covering 77.0% of tokens.
# Wikitext is stripped crudely, so the tail contains markup residue; the head,
# which is what the coverage figure and the mining rank depend on, does not.
# Text is CC BY-SA 4.0 (be.wikipedia.org).
мільёнаў	3379
доўгі	3379
праваслаўныя	3378
заснаваў	3371
ўзросце	3369
пераехаў	3364
двойчы	3358
рэшткі	3357
падзел	3356
спб	3356
правоў	3344
выніках	3337
ігар	3335
рашэнні	3335
іншай	3332
атрымаць	3327
кар’еру	3326
слоўнік	3323
акадэмію	3323
сборник	3323
дэбютаваў	3322
распаўсюджанне	3322
лінія	3314
спадчына	3314
тэмпература	3309
навуковы	3305
прадстаўнік	3304
зборную	3303
адукацыя	3293
фільме	3291
чырвоны	3287
мастацкі	3287
палаца	3286
чэхіі	3282
клімат	3279
жывуць	3279
сяле	3272
прыняты	3269
парку	3269
кіраўнікі	3267
старажытных	3266
арміяй	3265
зямля	3259
фіналу	3258
адміністрацыйна	3257
захаду	3254
справе	3254
міру	3253
органаў	3250
грамадзян	3249
дэпутат	3248
ўзроўню	3247
матч	3246
музыка	3241
жывапісу	3238
пачаўся	3236
-і	3234
памеры	3231
віцебская	3230
прывяло	3229
гарады-пабрацімы	3229
пытанне	3228
асновы	3227
польскіх	3226
выкладчыкі	3226
сувязь	3221
бакоў	3221
прэмію	3220
масквы	3216
лікам	3213
форму	3211
знойдзены	3211
віду	3211
маскоўскай	3209
тэкст	3206
майстар	3200
асноўны	3200
палітычныя	3196
артыкулаў	3196
